Id,PID,MS SubClass,MS Zoning,Lot Frontage,Lot Area,Street,Alley,Lot Shape,Land Contour,Utilities,Lot Config,Land Slope,Neighborhood,Condition 1,Condition 2,Bldg Type,House Style,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Roof Style,Roof Matl,Exterior 1st,Exterior 2nd,Mas Vnr Type,Mas Vnr Area,Exter Qual,Exter Cond,Foundation,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin SF 1,BsmtFin Type 2,BsmtFin SF 2,Bsmt Unf SF,Total Bsmt SF,Heating,Heating QC,Central Air,Electrical,1st Flr SF,2nd Flr SF,Low Qual Fin SF,Gr Liv Area,Bsmt Full Bath,Bsmt Half Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,Kitchen Qual,TotRms AbvGrd,Functional,Fireplaces,Fireplace Qu,Garage Type,Garage Yr Blt,Garage Finish,Garage Cars,Garage Area,Garage Qual,Garage Cond,Paved Drive,Wood Deck SF,Open Porch SF,Enclosed Porch,3Ssn Porch,Screen Porch,Pool Area,Pool QC,Fence,Misc Feature,Misc Val,Mo Sold,Yr Sold,Sale Type,SalePrice,Age,Location,RoadRail,Amenities,Garage,Exter Overall,Bsmt Overall,Garage Overall,Kitchen Overall,Fireplace Overall,Pool Overall,Bath AbvGrd,Multi Bsmt Type,Total FinBsmt SF
364,527166010,60,RL,68.0,10762.0,Pave,0,IR1,Lvl,AllPub,CulDSac,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,1999,1999,Gable,CompShg,VinylSd,VinylSd,None,344.0,4,3,PConc,4,3,1,6,694.0,1,0.0,284.0,978.0,GasA,5,1,SBrkr,1005.0,978.0,0.0,1983.0,0,0,2,1,3,1,4,9,8,1,3,2,1999,1,2,490.0,3,3,Y,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,5,2009,WD ,225000.0,22,3,0,0,1,12,12,9,4,3,0.0,2,6,694.0
684,535453100,80,RL,80.0,8000.0,Pave,0,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,SLvl,5,5,1959,1959,Gable,CompShg,BrkFace,Plywood,None,0.0,3,3,CBlock,4,3,3,6,433.0,3,95.0,0.0,528.0,GasA,3,1,SBrkr,1183.0,0.0,0.0,1183.0,1,0,1,0,3,1,3,6,8,0,0,2,1959,2,1,288.0,3,3,Y,0.0,0.0,0.0,0.0,0.0,0.0,0,3,0,0.0,7,2009,WD ,138000.0,62,1,0,0,1,9,12,9,3,0,0.0,0,18,528.0
32,527451410,160,RM,21.0,1680.0,Pave,0,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,6,5,1971,1971,Gable,CompShg,HdBoard,ImStucc,BrkFace,381.0,3,3,CBlock,3,3,1,1,0.0,1,0.0,525.0,525.0,GasA,3,1,SBrkr,525.0,567.0,0.0,1092.0,0,0,1,1,3,1,3,6,8,0,0,6,1971,3,1,264.0,3,3,Y,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,3,2010,WD ,88000.0,50,2,0,0,1,9,9,9,3,0,0.0,1,1,0.0
1698,528110100,60,RL,105.0,13693.0,Pave,0,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,9,5,2006,2006,Hip,CompShg,VinylSd,VinylSd,BrkFace,772.0,5,3,PConc,4,3,3,1,0.0,1,0.0,2153.0,2153.0,GasA,5,1,SBrkr,2069.0,574.0,0.0,2643.0,0,0,2,1,3,1,5,9,8,1,4,4,2006,1,3,694.0,3,3,Y,414.0,84.0,0.0,0.0,0.0,0.0,0,0,0,0.0,3,2007,WD ,380000.0,15,4,0,0,1,15,12,9,5,4,0.0,2,1,0.0
1129,528482020,20,FV,85.0,10625.0,Pave,0,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,8,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,BrkFace,292.0,4,3,PConc,4,3,3,1,0.0,1,0.0,1660.0,1660.0,GasA,5,1,SBrkr,1660.0,0.0,0.0,1660.0,0,0,2,0,3,1,4,7,8,1,4,2,2007,1,3,660.0,3,3,Y,133.0,120.0,0.0,0.0,0.0,0.0,0,0,0,0.0,6,2008,WD ,256000.0,14,4,0,0,1,12,12,9,4,4,0.0,0,1,0.0
165,535456110,20,RL,60.0,7200.0,Pave,0,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1951,2000,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,CBlock,3,3,2,4,234.0,3,486.0,180.0,900.0,GasA,3,1,SBrkr,900.0,0.0,0.0,900.0,0,1,1,0,3,1,4,5,8,0,0,6,2005,3,2,576.0,3,3,Y,222.0,32.0,0.0,0.0,0.0,0.0,0,0,0,0.0,5,2010,WD ,134800.0,21,2,0,0,1,9,9,9,4,0,0.0,0,12,720.0
935,909451140,160,RM,24.0,1612.0,Pave,0,Reg,Lvl,AllPub,Inside,Gtl,Blueste,Norm,Norm,Twnhs,2Story,6,6,1980,1980,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,CBlock,4,3,1,1,0.0,1,0.0,561.0,561.0,GasA,3,1,SBrkr,561.0,668.0,0.0,1229.0,0,0,1,1,2,1,3,5,8,1,3,2,1980,1,2,462.0,3,3,Y,154.0,0.0,0.0,0.0,0.0,0.0,0,2,0,0.0,7,2009,WD ,121000.0,41,2,0,0,1,9,12,9,3,3,0.0,1,1,0.0
1802,528480020,60,FV,84.0,10207.0,Pave,0,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,7,6,2007,2007,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,1,1,0.0,1,0.0,874.0,874.0,GasA,5,1,SBrkr,874.0,887.0,0.0,1761.0,0,0,3,0,3,1,4,7,8,0,0,2,2007,1,2,578.0,3,3,Y,144.0,105.0,0.0,0.0,0.0,0.0,0,0,0,0.0,8,2007,New,227875.0,14,4,0,0,1,12,12,9,4,0,0.0,0,1,0.0
250,906378100,20,RL,64.0,10475.0,Pave,0,IR1,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,8,5,2008,2008,Gable,CompShg,VinylSd,VinylSd,Stone,72.0,4,3,PConc,4,3,3,1,0.0,1,0.0,1694.0,1694.0,GasA,5,1,SBrkr,1694.0,0.0,0.0,1694.0,0,0,2,0,3,1,4,7,8,0,0,2,2008,2,3,776.0,3,3,Y,160.0,33.0,0.0,0.0,0.0,0.0,0,0,0,0.0,2,2010,WD ,245350.0,13,4,0,0,1,12,12,9,4,0,0.0,0,1,0.0
2668,902401090,90,RM,33.0,5976.0,Pave,0,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,Duplex,2Story,5,7,1920,1950,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,PConc,3,3,1,1,0.0,1,0.0,624.0,624.0,GasA,4,0,FuseA,624.0,624.0,0.0,1248.0,0,0,2,0,2,2,3,8,8,0,0,0,1980,0,0,0.0,0,0,N,0.0,130.0,256.0,0.0,0.0,0.0,0,0,0,0.0,12,2006,WD ,93500.0,71,2,0,0,0,9,9,0,6,0,0.0,0,1,0.0
236,905426060,30,RL,85.0,10625.0,Pave,0,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,5,1920,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,BrkTil,3,3,1,5,108.0,1,0.0,350.0,458.0,GasA,2,0,SBrkr,835.0,0.0,0.0,835.0,0,0,1,0,2,1,3,5,8,0,0,3,1920,3,1,366.0,2,3,Y,0.0,0.0,77.0,0.0,0.0,0.0,0,0,4,400.0,5,2010,COD,83000.0,71,1,0,0,1,9,9,6,3,0,0.0,0,5,108.0
2117,906426195,60,RL,68.0,53107.0,Pave,0,IR2,Low,AllPub,Corner,Mod,ClearCr,Feedr,Norm,1Fam,2Story,6,5,1992,1992,Gable,CompShg,HdBoard,HdBoard,None,0.0,4,3,PConc,4,3,3,6,985.0,1,0.0,595.0,1580.0,GasA,5,1,SBrkr,1079.0,874.0,0.0,1953.0,1,0,2,1,3,1,4,9,8,2,2,2,1992,1,2,501.0,3,3,Y,216.0,231.0,0.0,0.0,0.0,0.0,0,0,0,0.0,6,2007,WD ,240000.0,29,3,1,0,1,12,12,9,4,4,0.0,2,6,985.0
2029,903430040,45,RM,40.0,5680.0,Pave,1,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,5,4,1901,1950,Gable,CompShg,AsbShng,AsbShng,None,0.0,3,3,CBlock,3,3,1,1,0.0,1,0.0,592.0,592.0,GasA,3,0,FuseA,933.0,240.0,0.0,1173.0,0,0,2,0,3,1,3,7,8,0,0,6,1920,3,1,240.0,3,2,Y,0.0,25.0,77.0,0.0,0.0,0.0,0,2,0,0.0,9,2007,WD ,113000.0,71,1,0,0,1,9,9,6,3,0,0.0,0,1,0.0
636,535175050,20,RL,66.0,12400.0,Pave,0,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Feedr,Norm,1Fam,1Story,6,7,1958,1998,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,176.0,3,3,CBlock,3,2,1,3,585.0,1,0.0,630.0,1215.0,GasA,3,1,FuseA,1215.0,0.0,0.0,1215.0,0,0,1,0,3,1,3,6,8,0,0,2,1958,3,1,297.0,3,3,Y,0.0,0.0,0.0,0.0,234.0,0.0,0,0,0,0.0,6,2009,WD ,155000.0,23,3,1,0,1,9,6,9,3,0,0.0,0,3,585.0
1155,532378200,20,RL,65.0,6768.0,Pave,0,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,6,8,1961,1996,Hip,CompShg,HdBoard,HdBoard,None,0.0,3,4,CBlock,3,3,2,6,832.0,1,0.0,80.0,912.0,GasA,4,1,SBrkr,912.0,0.0,0.0,912.0,1,1,1,0,3,1,4,5,8,0,0,6,1962,3,1,288.0,3,3,Y,168.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0.0,5,2008,WD ,142000.0,25,4,1,0,1,12,9,9,4,0,0.0,0,6,832.0
739,903228120,45,RM,50.0,6000.0,Pave,0,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Unf,6,7,1926,2004,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,4,3,PConc,3,3,1,1,0.0,1,0.0,884.0,884.0,GasA,4,1,SBrkr,904.0,0.0,0.0,904.0,0,0,1,0,2,1,3,4,8,0,0,6,1926,3,1,180.0,3,3,Y,0.0,0.0,105.0,0.0,0.0,0.0,0,0,0,0.0,1,2009,WD ,119000.0,17,4,0,0,1,12,9,9,3,0,0.0,0,1,0.0
1608,923400040,50,RL,75.0,12508.0,Pave,0,IR1,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1.5Fin,6,7,1940,1985,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,CBlock,4,3,2,5,660.0,1,0.0,323.0,983.0,GasA,5,1,SBrkr,983.0,767.0,0.0,1750.0,1,0,2,0,4,1,3,7,5,0,0,2,1989,3,1,423.0,3,3,Y,245.0,0.0,156.0,0.0,0.0,0.0,0,0,4,1300.0,7,2008,WD ,160000.0,36,2,0,0,1,9,12,9,3,0,0.0,0,5,660.0
1087,528235120,60,RL,62.0,7415.0,Pave,0,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,PConc,3,3,1,6,759.0,1,0.0,80.0,839.0,GasA,5,1,SBrkr,864.0,729.0,0.0,1593.0,1,0,2,1,3,1,3,8,8,1,3,2,2004,1,2,398.0,3,3,Y,100.0,75.0,0.0,0.0,0.0,0.0,0,0,0,0.0,4,2008,WD ,193000.0,17,2,0,0,1,9,9,9,3,3,0.0,2,6,759.0
1774,528366070,60,RL,88.0,11762.0,Pave,0,Reg,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,1992,1993,Gable,CompShg,VinylSd,VinylSd,BrkFace,309.0,4,3,PConc,5,3,1,6,335.0,1,0.0,770.0,1105.0,GasA,5,1,SBrkr,1105.0,1097.0,0.0,2202.0,1,0,2,1,4,1,4,9,8,1,3,2,1992,2,2,517.0,3,3,Y,0.0,65.0,0.0,0.0,144.0,0.0,0,0,0,0.0,9,2007,WD ,263000.0,28,4,0,0,1,12,15,9,4,3,0.0,2,6,335.0
2816,907420090,20,RL,65.0,8767.0,Pave,0,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,3,6,24.0,1,0.0,1286.0,1310.0,GasA,5,1,SBrkr,1310.0,0.0,0.0,1310.0,0,0,2,0,3,1,4,6,8,1,4,2,2005,1,2,400.0,3,3,Y,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,7,2006,New,164990.0,16,3,0,0,1,12,12,9,4,4,0.0,0,6,24.0
2194,908276230,20,RL,60.0,8190.0,Pave,0,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,4,6,1954,1954,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,CBlock,3,3,1,3,732.0,1,0.0,216.0,948.0,GasA,5,1,SBrkr,948.0,0.0,0.0,948.0,1,0,1,0,3,1,3,5,8,1,3,6,1956,3,1,280.0,3,3,Y,0.0,36.0,0.0,0.0,0.0,0.0,0,0,0,0.0,10,2007,WD ,119000.0,67,1,0,0,1,9,9,9,3,3,0.0,0,3,732.0
523,528458180,20,FV,75.0,7500.0,Pave,0,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,8,5,2006,2007,Gable,CompShg,VinylSd,VinylSd,Stone,238.0,4,3,PConc,4,3,1,6,24.0,1,0.0,1348.0,1372.0,GasA,5,1,SBrkr,1448.0,0.0,0.0,1448.0,0,0,2,0,2,1,4,6,8,1,4,2,2006,2,2,692.0,3,3,Y,0.0,140.0,0.0,0.0,0.0,0.0,0,0,0,0.0,6,2009,WD ,238500.0,14,4,0,0,1,12,12,9,4,4,0.0,0,6,24.0
2767,906475200,20,RL,62.0,70761.0,Pave,0,IR1,Low,AllPub,Inside,Mod,ClearCr,Norm,Norm,1Fam,1Story,7,5,1975,1975,Gable,WdShngl,Plywood,Plywood,None,0.0,3,3,CBlock,4,3,4,5,655.0,1,0.0,878.0,1533.0,GasA,3,1,SBrkr,1533.0,0.0,0.0,1533.0,1,0,2,0,2,1,4,5,8,2,3,2,1975,3,2,576.0,3,3,Y,200.0,54.0,0.0,0.0,0.0,0.0,0,0,0,0.0,12,2006,WD ,280000.0,46,2,0,0,1,9,12,9,4,6,0.0,0,5,655.0
1837,533206070,120,FV,32.0,3784.0,Pave,2,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,1Story,8,5,2006,2007,Gable,CompShg,VinylSd,VinylSd,Stone,36.0,4,3,PConc,4,3,1,6,60.0,1,0.0,1451.0,1511.0,GasA,5,1,SBrkr,1565.0,0.0,0.0,1565.0,1,0,2,0,2,1,4,5,8,0,0,2,2006,1,2,476.0,3,3,Y,0.0,120.0,0.0,0.0,0.0,0.0,0,0,0,0.0,2,2007,New,193800.0,14,4,0,0,1,12,12,9,4,0,0.0,0,6,60.0
2284,923225040,120,RM,44.0,4224.0,Pave,0,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,TwnhsE,1Story,5,7,1976,1976,Gable,CompShg,CemntBd,CmentBd,None,0.0,3,3,PConc,4,3,1,6,840.0,1,0.0,200.0,1040.0,GasA,3,1,SBrkr,1060.0,0.0,0.0,1060.0,1,0,1,0,3,1,3,6,8,1,3,2,1976,3,2,572.0,3,3,Y,100.0,110.0,0.0,0.0,0.0,0.0,0,0,0,0.0,6,2007,WD ,129900.0,45,2,0,0,1,9,12,9,3,3,0.0,0,6,840.0
1434,907135260,20,RL,57.0,9245.0,Pave,0,IR2,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,5,1994,1995,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,PConc,4,3,1,6,686.0,1,0.0,304.0,990.0,GasA,5,1,SBrkr,990.0,0.0,0.0,990.0,0,1,1,0,3,1,3,5,8,0,0,6,1996,3,2,672.0,3,3,Y,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,2,2008,WD ,145000.0,26,1,0,0,1,9,12,9,3,0,0.0,0,6,686.0
2794,907255050,20,RL,68.0,14781.0,Pave,0,IR2,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,1Story,8,5,2001,2002,Hip,CompShg,VinylSd,VinylSd,BrkFace,178.0,4,3,PConc,4,3,4,1,0.0,1,0.0,1753.0,1753.0,GasA,5,1,SBrkr,1787.0,0.0,0.0,1787.0,0,0,2,0,3,1,4,7,8,1,3,2,2001,2,3,748.0,3,3,Y,198.0,150.0,0.0,0.0,0.0,0.0,0,0,0,0.0,8,2006,WD ,275000.0,19,4,0,0,1,12,12,9,4,3,0.0,0,1,0.0
2625,535454030,90,RL,60.0,8544.0,Pave,0,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,Duplex,1Story,3,4,1950,1950,Gable,CompShg,BrkFace,Stone,None,0.0,3,3,Slab,0,0,0,0,0.0,0,0.0,0.0,0.0,Wall,2,0,FuseF,1040.0,0.0,0.0,1040.0,0,0,2,0,2,2,3,6,8,0,0,6,1950,3,2,400.0,3,2,Y,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,12,2006,WD ,81400.0,71,1,0,0,1,9,0,6,6,0,0.0,0,0,0.0
794,905475160,20,RL,62.0,7440.0,Pave,0,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,6,1954,1954,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,CBlock,4,3,1,4,173.0,1,0.0,916.0,1089.0,GasW,3,1,SBrkr,1089.0,0.0,0.0,1089.0,1,0,1,0,3,1,3,5,8,1,4,6,1954,2,1,252.0,3,3,P,328.0,0.0,0.0,0.0,0.0,0.0,0,2,0,0.0,9,2009,WD ,125000.0,67,2,0,0,1,9,12,9,3,4,0.0,0,4,173.0
708,902204080,30,RM,62.0,7404.0,Pave,0,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,1Story,4,6,1920,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,BrkTil,2,3,1,1,0.0,1,0.0,861.0,861.0,GasA,3,1,SBrkr,861.0,0.0,0.0,861.0,0,0,1,0,2,1,3,5,8,0,0,6,1920,3,2,288.0,3,3,N,0.0,0.0,128.0,0.0,0.0,0.0,0,0,0,0.0,11,2009,Oth,80000.0,71,1,0,0,1,9,6,9,3,0,0.0,0,1,0.0
286,909100080,30,RL,67.0,4853.0,Pave,0,Reg,Bnk,AllPub,Inside,Gtl,SWISU,Artery,Norm,1Fam,1Story,5,6,1924,1999,Gable,CompShg,MetalSd,VinylSd,BrkFace,203.0,3,3,BrkTil,3,3,2,3,133.0,1,0.0,974.0,1107.0,GasA,2,0,FuseA,1296.0,0.0,0.0,1296.0,0,0,2,0,2,1,2,5,8,1,4,6,1979,3,1,260.0,3,3,Y,0.0,0.0,36.0,0.0,0.0,0.0,0,2,0,0.0,5,2010,WD ,104000.0,22,2,1,0,1,9,9,9,2,4,0.0,0,3,133.0
62,528358010,20,RL,59.0,10593.0,Pave,0,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,1Story,7,5,1996,1996,Hip,CompShg,VinylSd,VinylSd,BrkFace,338.0,4,3,PConc,4,3,1,6,919.0,1,0.0,801.0,1720.0,GasA,5,1,SBrkr,1720.0,0.0,0.0,1720.0,1,0,2,0,3,1,4,7,8,1,3,2,1996,1,2,527.0,3,3,Y,240.0,56.0,154.0,0.0,0.0,0.0,0,0,0,0.0,3,2010,WD ,260400.0,25,3,0,0,1,12,12,9,4,3,0.0,0,6,919.0
1647,527302060,60,RL,78.0,12090.0,Pave,0,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,2Story,7,7,1981,2003,Gable,CompShg,MetalSd,MetalSd,BrkFace,306.0,4,3,CBlock,4,3,1,5,321.0,1,0.0,404.0,725.0,GasA,5,1,SBrkr,725.0,754.0,0.0,1479.0,0,0,2,1,3,1,4,6,8,1,3,2,1981,2,2,484.0,3,3,Y,167.0,72.0,0.0,0.0,0.0,0.0,0,0,0,0.0,3,2007,WD ,176000.0,18,4,0,0,1,12,12,9,4,3,0.0,2,5,321.0
2054,905103110,20,RL,68.0,11677.0,Pave,0,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,4,1966,1966,Gable,CompShg,HdBoard,HdBoard,BrkFace,442.0,3,3,CBlock,3,3,3,3,249.0,4,761.0,30.0,1040.0,GasA,3,1,SBrkr,1040.0,0.0,0.0,1040.0,1,0,1,0,3,1,3,6,8,0,0,2,1966,2,1,264.0,3,3,Y,0.0,90.0,0.0,0.0,0.0,0.0,0,2,0,0.0,2,2007,WD ,123000.0,55,1,0,0,1,9,9,9,3,0,0.0,0,12,1010.0
1102,528326110,60,RL,68.0,11000.0,Pave,0,Reg,Lvl,AllPub,FR2,Gtl,NoRidge,Norm,Norm,1Fam,2Story,9,5,2000,2000,Hip,CompShg,VinylSd,VinylSd,BrkFace,295.0,4,3,PConc,5,3,2,1,0.0,1,0.0,1519.0,1519.0,GasA,5,1,SBrkr,1533.0,639.0,0.0,2172.0,0,0,2,1,4,1,5,8,8,1,3,4,2000,2,3,687.0,3,3,Y,162.0,153.0,0.0,0.0,0.0,0.0,0,0,0,0.0,6,2008,WD ,291000.0,21,4,0,0,1,12,15,9,5,3,0.0,2,1,0.0
654,535354100,20,RL,50.0,8000.0,Pave,0,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6,1948,2002,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,4,CBlock,3,3,1,5,680.0,1,0.0,292.0,972.0,GasA,5,1,SBrkr,972.0,0.0,0.0,972.0,1,0,1,0,2,1,3,5,8,1,4,6,1948,3,1,240.0,3,3,Y,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,5,2009,WD ,132000.0,19,3,0,0,1,12,9,9,3,4,0.0,0,5,680.0
1089,528240040,60,RL,51.0,8029.0,Pave,0,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,PConc,4,3,1,1,0.0,1,0.0,728.0,728.0,GasA,5,1,SBrkr,728.0,728.0,0.0,1456.0,0,0,2,1,3,1,4,8,8,0,0,2,2005,1,2,400.0,3,3,Y,100.0,24.0,0.0,0.0,0.0,0.0,0,0,0,0.0,7,2008,WD ,176000.0,16,2,0,0,1,9,12,9,4,0,0.0,2,1,0.0
604,534278070,20,RL,68.0,13495.0,Pave,0,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1956,1956,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,70.0,3,4,CBlock,3,3,1,4,625.0,2,201.0,222.0,1048.0,GasA,2,1,SBrkr,1728.0,0.0,0.0,1728.0,1,0,2,0,3,1,3,7,7,1,4,6,1956,3,2,576.0,3,3,Y,0.0,99.0,0.0,0.0,0.0,0.0,0,0,0,0.0,7,2009,WD ,177625.0,65,2,0,0,1,12,9,9,3,4,0.0,0,8,826.0
2838,908228040,50,RL,60.0,9738.0,Pave,0,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,5,7,1924,1950,Gable,CompShg,AsbShng,AsbShng,None,0.0,3,4,BrkTil,3,3,1,4,392.0,1,0.0,392.0,784.0,GasA,4,1,SBrkr,949.0,272.0,0.0,1221.0,1,0,1,0,4,1,3,7,8,0,0,2,1965,3,1,392.0,3,3,Y,0.0,0.0,236.0,0.0,0.0,0.0,0,0,0,0.0,3,2006,WD ,104900.0,71,3,0,0,1,12,9,9,3,0,0.0,0,4,392.0
2777,907181090,60,RL,68.0,9272.0,Pave,0,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,1999,1999,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,1,6,500.0,1,0.0,342.0,842.0,GasA,5,1,SBrkr,856.0,893.0,0.0,1749.0,0,0,2,1,3,1,4,7,8,0,0,2,1999,2,2,515.0,3,3,Y,140.0,85.0,0.0,0.0,0.0,0.0,0,0,0,0.0,6,2006,WD ,196000.0,22,3,0,0,1,12,12,9,4,0,0.0,2,6,500.0
1723,528186050,120,RL,48.0,7841.0,Pave,0,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,9,5,2005,2005,Hip,CompShg,MetalSd,MetalSd,BrkFace,394.0,5,3,PConc,5,3,1,6,848.0,1,0.0,729.0,1577.0,GasA,5,1,SBrkr,1577.0,0.0,0.0,1577.0,1,0,2,0,2,1,5,6,8,1,4,2,2005,2,2,564.0,3,3,Y,203.0,39.0,0.0,0.0,0.0,0.0,0,0,0,0.0,5,2007,WD ,280000.0,16,4,0,0,1,15,15,9,5,4,0.0,0,6,848.0
349,527110020,80,RL,68.0,8530.0,Pave,0,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,SLvl,7,5,1995,1996,Gable,CompShg,HdBoard,HdBoard,BrkFace,22.0,3,3,PConc,4,3,1,1,0.0,1,0.0,384.0,384.0,GasA,4,1,SBrkr,804.0,670.0,0.0,1474.0,0,0,2,1,3,1,3,7,8,1,3,4,1995,1,2,400.0,3,3,Y,120.0,72.0,0.0,0.0,0.0,0.0,0,0,4,700.0,5,2009,WD ,168500.0,25,2,0,0,1,9,12,9,3,3,0.0,2,1,0.0
2313,527107020,60,RL,68.0,13041.0,Pave,0,IR2,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,1995,1995,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,3,PConc,4,3,1,1,0.0,1,0.0,781.0,781.0,GasA,4,1,SBrkr,781.0,890.0,0.0,1671.0,0,0,2,1,3,1,3,7,8,1,3,2,1995,1,2,423.0,3,3,Y,0.0,84.0,0.0,0.0,0.0,0.0,0,0,0,0.0,2,2006,WD ,170000.0,26,2,0,0,1,9,12,9,3,3,0.0,2,1,0.0
2279,923202220,20,RL,200.0,43500.0,Pave,0,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Artery,Norm,1Fam,1Story,3,5,1953,1953,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,CBlock,0,0,0,0,0.0,0,0.0,0.0,0.0,GasA,5,1,SBrkr,2034.0,0.0,0.0,2034.0,0,0,1,0,2,1,3,9,7,0,0,1,1953,2,4,1041.0,3,3,N,483.0,266.0,0.0,0.0,0.0,561.0,2,1,0,0.0,6,2007,WD ,130000.0,68,1,1,0,1,9,0,9,3,0,1122.0,0,0,0.0
